'http://deb.debian.org/debian/pool/main/a/alsa-topology-conf/alsa-topology-conf_1.2.5.1-3_all.deb' alsa-topology-conf_1.2.5.1-3_all.deb 15276 SHA256:10795db61688404bb3aaee34fd0dc3827dd90703851ed3fb2106ef42ed3abdf8
'http://deb.debian.org/debian/pool/main/a/alsa-ucm-conf/alsa-ucm-conf_1.2.14-1_all.deb' alsa-ucm-conf_1.2.14-1_all.deb 92476 SHA256:bbf96c1597e8cfad375b3045715adc1db46819996a3fe760ce042dbde8701655
'http://deb.debian.org/debian/pool/main/a/ansible/ansible_12.0.0%7ea4%2bdfsg-1_all.deb' ansible_12.0.0~a4+dfsg-1_all.deb 18033292 SHA256:5d3922ebdba41de616271b4eae6eb6b224fe9a86e749ab627397e97894473514
'http://deb.debian.org/debian/pool/main/a/ansible-core/ansible-core_2.19.0%7ebeta4-1_all.deb' ansible-core_2.19.0~beta4-1_all.deb 1349732 SHA256:4cbdba3de01acef75297eabf526ea34d315a029d16c42e03f1e4a29113d7d9d9
'http://deb.debian.org/debian/pool/main/a/apt/apt-transport-https_3.0.2_all.deb' apt-transport-https_3.0.2_all.deb 38520 SHA256:55bc8cd7a09c60fb670343339ec3561a15d68e537dfff597f35c480ed0f9dd1b
'http://deb.debian.org/debian/pool/main/a/avahi/libavahi-client3_0.8-16_amd64.deb' libavahi-client3_0.8-16_amd64.deb 48384 SHA256:27df3f1c0190d13ec6d014c5515c2ec8e9a49d0983f48fc9e5756ee4e62d7e37
'http://deb.debian.org/debian/pool/main/a/avahi/libavahi-common-data_0.8-16_amd64.deb' libavahi-common-data_0.8-16_amd64.deb 112284 SHA256:a3c0cb1326ed60cbbef133c31af28759f7a922d886d001a138d52bbf0af908d6
'http://deb.debian.org/debian/pool/main/a/avahi/libavahi-common3_0.8-16_amd64.deb' libavahi-common3_0.8-16_amd64.deb 44224 SHA256:fb092fc55f1c7f3db0ac64467f30ebae8145543570b8e99f17ce84cf1dd28bb6
'http://deb.debian.org/debian/pool/main/c/ca-certificates-java/ca-certificates-java_20240118_all.deb' ca-certificates-java_20240118_all.deb 11608 SHA256:176db8376cd024879056f81811fef78251600906bd74cc4a6eb18db7050433b8
'http://deb.debian.org/debian/pool/main/d/dnspython/python3-dnspython_2.7.0-1_all.deb' python3-dnspython_2.7.0-1_all.deb 164408 SHA256:81897352780f900b502bac04d46f6131533664c1b204d2e7fa5e4297f433a082
'http://deb.debian.org/debian/pool/main/f/fontconfig/fontconfig-config_2.15.0-2.3_amd64.deb' fontconfig-config_2.15.0-2.3_amd64.deb 318308 SHA256:0475c00d02660c07a15085051818625331bb502e053242106aaaa1f2ddb41225
'http://deb.debian.org/debian/pool/main/f/fontconfig/libfontconfig1_2.15.0-2.3_amd64.deb' libfontconfig1_2.15.0-2.3_amd64.deb 391576 SHA256:7ae91ec59857cc8e375eb2bdd371a4a69daea38f7787d06d474a847867d852b1
'http://deb.debian.org/debian/pool/main/f/fonts-dejavu/fonts-dejavu-core_2.37-8_all.deb' fonts-dejavu-core_2.37-8_all.deb 840460 SHA256:86635b3d25b3655fc11cb3ecc3af59f0bf19643b02b94f2de48bd10253cdba12
'http://deb.debian.org/debian/pool/main/g/gnupg2/dirmngr_2.4.7-21_amd64.deb' dirmngr_2.4.7-21_amd64.deb 383220 SHA256:334ad9a4a26725e0227f1a3b42f8602ca1892fc25f0d07fc87dd1d4595932ed8
'http://deb.debian.org/debian/pool/main/g/gnupg2/gnupg_2.4.7-21_all.deb' gnupg_2.4.7-21_all.deb 416912 SHA256:41d649d748dd7fa58b802ea3f2411405e2abe493317a45155e63e43473ef93d0
'http://deb.debian.org/debian/pool/main/g/gnupg2/gnupg-l10n_2.4.7-21_all.deb' gnupg-l10n_2.4.7-21_all.deb 747116 SHA256:9e44eee5d1cbc66937bff0372e926740ad271ed175f8dc783ffd0038df22768d
'http://deb.debian.org/debian/pool/main/g/gnupg2/gnupg-utils_2.4.7-21_amd64.deb' gnupg-utils_2.4.7-21_amd64.deb 193772 SHA256:2aeed3769a889b5cf33bd059211634824b4606ae01541d6372452c661daa38b0
'http://deb.debian.org/debian/pool/main/g/gnupg2/gnupg2_2.4.7-21_all.deb' gnupg2_2.4.7-21_all.deb 16068 SHA256:f9cacdffc73027517ae318672ed0c0ee56a9917cc93c7961f869109c6d3b64eb
'http://deb.debian.org/debian/pool/main/g/gnupg2/gpg_2.4.7-21_amd64.deb' gpg_2.4.7-21_amd64.deb 633740 SHA256:0d3697498d7136b37f472b79477564709ec2c6305c9998f4f5ef5586696a8f64
'http://deb.debian.org/debian/pool/main/g/gnupg2/gpg-agent_2.4.7-21_amd64.deb' gpg-agent_2.4.7-21_amd64.deb 270108 SHA256:c0cd5cc404200f5e646687becac0019949ccbd5a861b590a12ce11bd95ac001d
'http://deb.debian.org/debian/pool/main/g/gnupg2/gpg-wks-client_2.4.7-21_amd64.deb' gpg-wks-client_2.4.7-21_amd64.deb 108104 SHA256:0d221567aff374f7d36df3b752de0d7c95177b177692e8a74c012b45aee2a81d
'http://deb.debian.org/debian/pool/main/g/gnupg2/gpg-wks-server_2.4.7-21_amd64.deb' gpg-wks-server_2.4.7-21_amd64.deb 95604 SHA256:afa1ca02f1703aa2205803fe316cd3db99f5c640f86fb3fc1d828a89e632b235
'http://deb.debian.org/debian/pool/main/g/gnupg2/gpgconf_2.4.7-21_amd64.deb' gpgconf_2.4.7-21_amd64.deb 128544 SHA256:46712d0f7cafef5caa3f31392320809ffe6fc7e0952f15f6e24f7e5aac6b00f8
'http://deb.debian.org/debian/pool/main/g/gnupg2/gpgsm_2.4.7-21_amd64.deb' gpgsm_2.4.7-21_amd64.deb 274892 SHA256:c91c003b549fcec10be00e572dc7407b6328c16c6c847a1c22725859199364aa
'http://deb.debian.org/debian/pool/main/g/graphite2/libgraphite2-3_1.3.14-2%2bb1_amd64.deb' libgraphite2-3_1.3.14-2+b1_amd64.deb 75368 SHA256:e3ca92b45f951d65542c9309e7d68b1fc36e6aa3cc3de69b5123859fd6988d25
'http://deb.debian.org/debian/pool/main/h/harfbuzz/libharfbuzz0b_10.2.0-1%2bb1_amd64.deb' libharfbuzz0b_10.2.0-1+b1_amd64.deb 479236 SHA256:153daeed7f6bec0b0573600c4063badac3bb65d6005a14f3c0296fb5728b54c2
'http://deb.debian.org/debian/pool/main/h/httpcore/python3-httpcore_1.0.7-1_all.deb' python3-httpcore_1.0.7-1_all.deb 44720 SHA256:404b2e87e09d373b7aa567dba26255b88983e7067ed909b1b13a4c00567ac35a
'http://deb.debian.org/debian/pool/main/h/httpx/python3-httpx_0.28.1-1_all.deb' python3-httpx_0.28.1-1_all.deb 76192 SHA256:9a89e48b62973a32b858954b1ec9daf0e681192857ccfdd7e24d9403df420c14
'http://deb.debian.org/debian/pool/main/i/ieee-data/ieee-data_20240722_all.deb' ieee-data_20240722_all.deb 2221244 SHA256:3bc399924ecb60af22569cb34c07a66a6e4a68c49c78a60b479e7d4913fe54e0
'http://deb.debian.org/debian/pool/main/j/java-common/java-common_0.76_all.deb' java-common_0.76_all.deb 6776 SHA256:4fcd0d8965fb339c941dfdc17cfe08a0239e0b95962bfc96fa5e871da5dc1e50
'http://deb.debian.org/debian/pool/main/l/lcms2/liblcms2-2_2.16-2_amd64.deb' liblcms2-2_2.16-2_amd64.deb 159660 SHA256:726ef00f17a41bd9735c8df8e9562e6243baa13275164ad942f06f2a3772f520
'http://deb.debian.org/debian/pool/main/libc/libcloud/python3-libcloud_3.8.0%2brepack-4_all.deb' python3-libcloud_3.8.0+repack-4_all.deb 892748 SHA256:ff6ea29cf787db6451bed928ffc06f64f961c3aaf290390cdfc6c574a7878ab0
'http://deb.debian.org/debian/pool/main/libj/libjpeg-turbo/libjpeg62-turbo_2.1.5-4_amd64.deb' libjpeg62-turbo_1%3a2.1.5-4_amd64.deb 168152 SHA256:5504299ad0e3c0a9ca9f962a68a650a040db52f9f416a109e74df48d55601d3f
'http://deb.debian.org/debian/pool/main/libk/libksba/libksba8_1.6.7-2%2bb1_amd64.deb' libksba8_1.6.7-2+b1_amd64.deb 136048 SHA256:45bc1bfaf41a5e1136b1c1f58c495a950888da33a617de24202f3568e45b9572
'http://deb.debian.org/debian/pool/main/libs/libselinux/python3-selinux_3.8.1-1_amd64.deb' python3-selinux_3.8.1-1_amd64.deb 160860 SHA256:6c14da3dcd438efc1eb55f8823323b110bd5ac5504f8436c0cdae1fa017dcbab
'http://deb.debian.org/debian/pool/main/n/nspr/libnspr4_4.36-1_amd64.deb' libnspr4_2%3a4.36-1_amd64.deb 109800 SHA256:87fc2039ee89cff2b8010fa9535706b1def40031acfc52bf12197dcb3cb7b064
'http://deb.debian.org/debian/pool/main/n/nss/libnss3_3.110-1_amd64.deb' libnss3_2%3a3.110-1_amd64.deb 1393340 SHA256:e5d60bde29f3bffd7605ee3dc565e40c87697fcb80ebbebda24aaa6852d71554
'http://deb.debian.org/debian/pool/main/p/pcsc-lite/libpcsclite1_2.3.3-1_amd64.deb' libpcsclite1_2.3.3-1_amd64.deb 55248 SHA256:a8bc4725549060d1e696d358e32a3699d947d5381871553a290389830bebccbd
'http://deb.debian.org/debian/pool/main/p/pinentry/pinentry-curses_1.3.1-2_amd64.deb' pinentry-curses_1.3.1-2_amd64.deb 86388 SHA256:aed82cd9cc92b8a37f1332f951737f549595a3126aa609e632f9205d95405efc
'http://deb.debian.org/debian/pool/main/p/pykerberos/python3-kerberos_1.1.14-3.1%2bb11_amd64.deb' python3-kerberos_1.1.14-3.1+b11_amd64.deb 20396 SHA256:10e189509aa1a5174bd1cc8061ea0aa3e0274789f7203fb4700f5f27174006d7
'http://deb.debian.org/debian/pool/main/p/python-anyio/python3-anyio_4.8.0-3_all.deb' python3-anyio_4.8.0-3_all.deb 63588 SHA256:e39d7ee240c203b09a37a85de363080362bc97708010f3e806329ba8374650a6
'http://deb.debian.org/debian/pool/main/p/python-argcomplete/python3-argcomplete_3.6.2-1_all.deb' python3-argcomplete_3.6.2-1_all.deb 40864 SHA256:6972b4787fe900b1ec093f7828fd7d96dff59bbb1ef6763664921fc997a82475
'http://deb.debian.org/debian/pool/main/p/python-click/python3-click_8.2.0%2b0.really.8.1.8-1_all.deb' python3-click_8.2.0+0.really.8.1.8-1_all.deb 95388 SHA256:a464c9b11930f293c8808cc5ea049830d8645a0d314bfa7e294803cb983ee15e
'http://deb.debian.org/debian/pool/main/p/python-colorama/python3-colorama_0.4.6-4_all.deb' python3-colorama_0.4.6-4_all.deb 36224 SHA256:9b9b0991ea7a97312f9f74db9bc801c26120049ccf3f63c00c3f94025fc99fd6
'http://deb.debian.org/debian/pool/main/p/python-h11/python3-h11_0.14.0-1.1_all.deb' python3-h11_0.14.0-1.1_all.deb 50616 SHA256:2cb795e8d45be100ef4f70360244cc9c9b1527f53edcbefbbcd94e95536b5045
'http://deb.debian.org/debian/pool/main/p/python-h2/python3-h2_4.2.0-1_all.deb' python3-h2_4.2.0-1_all.deb 82756 SHA256:6f0ed0af12f30c7fbf0e74429e5c320d00d2c40dbdb39fcefe0d0c7b33c76baa
'http://deb.debian.org/debian/pool/main/p/python-hpack/python3-hpack_4.0.0-3_all.deb' python3-hpack_4.0.0-3_all.deb 24644 SHA256:731f45a229eb739ae887748acb52d8b1a29e7b6a2f3f0a3e512f5ded31e667c1
'http://deb.debian.org/debian/pool/main/p/python-lockfile/python3-lockfile_0.12.2-4_all.deb' python3-lockfile_1%3a0.12.2-4_all.deb 15252 SHA256:552b951e787f15400e16eef38f20689a1d4168ee0cffe53316931b489a877948
'http://deb.debian.org/debian/pool/main/p/python-netaddr/python3-netaddr_1.3.0-1_all.deb' python3-netaddr_1.3.0-1_all.deb 356080 SHA256:1fc29a64ee60cf334ab88ad89a61540df5381bc388615c6092bd1cd41719e525
'http://deb.debian.org/debian/pool/main/p/python-ntlm-auth/python3-ntlm-auth_1.5.0-1_all.deb' python3-ntlm-auth_1.5.0-1_all.deb 22316 SHA256:ef045c9da13961bb0f79711e864b70fd20172513af6e370a8449e31c5081bc1d
'http://deb.debian.org/debian/pool/main/p/python-packaging/python3-packaging_25.0-1_all.deb' python3-packaging_25.0-1_all.deb 56568 SHA256:d70c8469f6e9c6105e1ebcd3ebdc963f11dadbeddd89d2d1a2a3cb1c97d2ecbc
'http://deb.debian.org/debian/pool/main/p/python-passlib/python3-passlib_1.7.4-6_all.deb' python3-passlib_1.7.4-6_all.deb 367564 SHA256:eab2c7a61e01694c663f597f7480891489ab64bb2e1b14192a15ee6ec9a9b411
'http://deb.debian.org/debian/pool/main/p/python-requests-kerberos/python3-requests-kerberos_0.14.0-4_all.deb' python3-requests-kerberos_0.14.0-4_all.deb 12900 SHA256:bdd798fd6aa8bbf2f33d1956ef2b79d85971452666a7275ca73f3592ce4b8ff7
'http://deb.debian.org/debian/pool/main/p/python-requests-ntlm/python3-requests-ntlm_1.3.0-1_all.deb' python3-requests-ntlm_1.3.0-1_all.deb 7536 SHA256:20a92ace003ae5ea7672d45959c505f4a42f23110fcce8d7a8eb2907fa7749ce
'http://deb.debian.org/debian/pool/main/p/python-requests-toolbelt/python3-requests-toolbelt_1.0.0-4_all.deb' python3-requests-toolbelt_1.0.0-4_all.deb 40280 SHA256:2858583d77b1596399124ce39dc8835e32b051aa16b2dae47160e94e7c924224
'http://deb.debian.org/debian/pool/main/p/python-resolvelib/python3-resolvelib_1.1.0-1_all.deb' python3-resolvelib_1.1.0-1_all.deb 28856 SHA256:341185635136e19e642f63e409e910ac1ba706e71a8a3cbffd196d6dab792e03
'http://deb.debian.org/debian/pool/main/p/python-rfc3986/python3-rfc3986_2.0.0-3_all.deb' python3-rfc3986_2.0.0-3_all.deb 21620 SHA256:5ec532d548ad143875d6a326bb4dd44839da51b590701f02fb3f6ca0d8c72be2
'http://deb.debian.org/debian/pool/main/p/python-sniffio/python3-sniffio_1.3.1-1_all.deb' python3-sniffio_1.3.1-1_all.deb 7120 SHA256:d12e5e58fcc8120a3a1aa384d79467b39a175e43a87b44775c634aa865b194ad
'http://deb.debian.org/debian/pool/main/p/pywinrm/python3-winrm_0.5.0-2_all.deb' python3-winrm_0.5.0-2_all.deb 38868 SHA256:0428f149c7ceac58fd176c1cba0431a83d3e35f290110f593c87ec937708a267
'http://deb.debian.org/debian/pool/main/r/rsync/rsync_3.4.1%2bds1-3_amd64.deb' rsync_3.4.1+ds1-3_amd64.deb 428344 SHA256:6505b65e2e9a34b2e694245a1ec9e6939577c551d6b80b805631414382d1eb1b
'http://deb.debian.org/debian/pool/main/s/simplejson/python3-simplejson_3.20.1-1_amd64.deb' python3-simplejson_3.20.1-1_amd64.deb 63304 SHA256:1000e3610cf3baf45a15dbf99f59e2c6749f77c9f403d470f02179d11e432135
'http://deb.debian.org/debian/pool/main/u/unzip/unzip_6.0-29_amd64.deb' unzip_6.0-29_amd64.deb 172708 SHA256:618df477d5b704e437cf8e6606d03af291ad0b33dcfb964d408f78d307933a95
